3.587866104771305982e+04 2.194085608330995001e+03 7.493478373528597558e+02 5.575075937765863898e+01 2.640486882009935954e+01 4.115742218415652687e+00 2.451166211332700962e-01 1.712062761473211736e-01 1.029962874486632929e-01 9.003917127485248917e-02 6.696307698057181457e-02 5.857870693811548929e-02 5.233656304068675519e-02 4.259780123327767953e-02 2.374590122711879928e-02 1.868510828651864450e-02 1.670577143584508345e-02 3.703575298165424825e-03 1.461326492756130808e-03 1.663634902530947335e-28
2.272760489911734476e+04 9.948018357188821028e+03 1.528861773897001967e+03 9.771179119259512902e+01 1.065344285249989031e+00 1.546530870774184274e-01 1.341698476807224039e-01 1.223549259787115318e-01 7.908838505435776545e-02 6.449433749215349732e-02 4.696864716624125913e-02 3.174523880026146327e-02 2.600117875059980085e-02 2.240708846017963260e-02 1.285249402364170915e-02 7.939847741006556339e-03 1.520046764816314171e-03 1.139193999093347049e-03 6.200295535790785045e-31 2.757755848964904130e-32
3.140514389541580022e+04 2.439135581227062175e+03 1.207364511610189311e+03 1.048994028752311323e+02 1.370837824839184194e+01 1.525526557144079309e-01 1.088555411964315933e-01 6.307659266060292036e-02 4.952209481240334166e-02 3.406658253967735639e-02 1.422506002993748422e-02 9.935371073611953471e-03 2.622566901317804032e-03 8.741583889487558948e-04 6.746304181891134494e-30 1.705221899220211351e-30 1.191124963875230469e-30 1.752938677858802478e-33 2.549876953128903939e-40 4.724140621242996344e-48
1.674525393300607539e+04 1.340241212971879747e+01 3.616572529664836000e-01 2.336313012536820888e-01 1.633749047884368311e-01 1.516180808473996944e-01 1.240759903267778519e-01 8.225496252995150026e-02 8.052684334127491184e-02 4.367108769962234349e-02 4.011537627917782789e-02 3.043461194439049319e-02 1.484528545354295813e-02 1.005953583737084940e-02 4.116761475144924305e-03 2.713968216830492126e-03 5.589012297496521314e-04 2.027269146065215900e-28 3.325386739416766844e-35 1.928636720740265478e-36
2.249450639040130045e+04 1.009514843139207733e+04 2.669823426410127468e+03 1.259966404211513463e+03 1.399240187359365848e+02 1.657793749834542751e+01 2.577632124673661540e+00 1.571843185040992796e-01 1.417917199332214273e-01 1.305396948656497025e-01 1.134482783505789544e-01 6.070099508714257158e-02 3.657376140688499422e-02 2.820614317660584749e-02 2.117216889288713044e-02 8.888422071058098631e-03 3.810795936165649409e-03 2.081183341255913623e-03 1.361744461347605970e-03 7.709780004789590947e-29
2.901524988198742358e+04 1.045554986757366169e+04 3.194047165337285605e+03 9.974986416353956429e+02 5.068016551874465847e+01 5.525617349592730321e+00 1.414892081909640442e+00 1.314778042342318876e-01 1.109363995427259109e-01 8.430962188601315299e-02 6.679905950694726979e-02 5.729001447595928609e-02 4.598011911142174668e-02 2.261611355952675845e-02 1.709940271158467626e-02 9.940886878585443454e-03 5.655420940137486502e-03 3.618076648791056921e-03 5.455964820308980244e-04 7.057821616130650636e-29
2.266603872959805813e+04 1.402672550041814975e+04 3.157918717019774704e+03 1.508821489763827685e+03 1.965912401462988441e+02 6.518945657619704548e+01 2.352422847217929913e+01 1.651737578846848464e+00 4.030602126790338025e-01 1.408893104667905405e-01 9.033716624905213655e-02 5.998906607879259806e-02 3.100904702483823355e-02 2.667006648152672743e-02 1.788702699953548941e-02 1.192342338526779059e-02 8.097028095850538482e-03 5.365861012808201963e-03 1.172218228726974254e-03 5.299848902160614809e-30
1.475333554219067082e+04 3.221347540946041136e+03 1.268162291154661943e+03 1.705270357705601114e+01 8.036737672300029445e-01 1.728207078381736039e-01 1.481304767718027438e-01 1.221058522508039479e-01 8.647651035695144706e-02 7.692661763123252727e-02 4.473496586719255541e-02 3.633065628995493790e-02 2.515838017460252443e-02 1.594373808586432503e-02 8.813541999836168109e-03 5.082961145471003722e-03 2.238192976635023246e-03 9.320098250607122695e-04 5.375312377376413820e-05 2.561815344581691476e-28
1.215337940306261225e+04 3.698576845003011840e+03 9.723788057006549934e+02 4.102654235969502139e+01 1.445547093124496918e+01 1.873108323236823691e-01 1.585792458543273942e-01 1.053631058923789332e-01 8.362129125570932908e-02 7.703744860748956702e-02 6.776497887834090350e-02 5.492452086078562085e-02 2.475100866075963940e-02 1.779890415208077933e-02 9.483497028530360820e-03 7.396898083561036404e-03 2.362410025235581971e-03 1.533955293740212316e-03 4.845856084522657437e-06 1.763947675386420039e-30
3.092316504689405701e+04 1.178567222169104207e+04 3.563336399547439214e+03 2.551286616714258344e+03 3.374614975050615158e+02 3.093625382533642210e+01 2.494520131264960838e+01 9.902151737404015108e+00 2.558189310341941525e+00 1.701775434299052758e+00 1.071480694341431894e+00 1.281278909281118317e-01 6.639901671645405401e-02 5.282021849807300162e-02 4.276746203687181724e-02 1.559548123176229817e-02 1.016079218477591514e-02 5.802657774383112449e-03 1.491814409724231700e-03 2.604129183693254885e-29
3.502145969843382045e+04 1.301588024513780692e+04 7.630991502425201361e+03 1.337898189779473114e+03 4.050015867829116587e+02 9.225108176664738835e+01 3.067005815831944648e+00 6.196020098600063530e-01 1.534552772508465945e-01 9.881180505203002173e-02 6.408128550608489793e-02 5.572568593095970912e-02 4.777830779756606777e-02 2.282069825268231295e-02 1.965275353391105623e-02 9.829351009189600530e-03 6.041136583181354672e-03 3.091178131535253374e-04 8.242968827523719836e-05 3.332104038224598670e-31
4.034545465774783224e+04 1.201910831352368234e+02 2.267734374481521209e-01 1.920742888018018291e-01 1.170351646935201967e-01 1.101913834764803451e-01 8.023343362112726751e-02 5.803406211362952677e-02 3.339034120136240985e-02 2.547527939020177018e-02 1.722787504656576180e-02 9.694754737791128410e-03 5.873002483375455544e-03 7.560938974880578294e-04 1.170973007988880345e-29 3.089739028907899052e-30 2.942970983799797978e-30 5.287086435099435137e-31 2.952771248132314475e-61 5.250786713352107968e-63
7.881752964777474517e+03 4.108140069857065100e+03 1.698546268192247226e+03 1.290726596596961144e+03 2.657932092444825045e+01 1.063152171682071234e+01 2.128238376675350152e-01 1.682311611063436740e-01 1.237887666654740870e-01 9.135125383840464464e-02 7.941098716556105330e-02 6.476042045055710461e-02 5.604973407188425238e-02 4.237224848889847156e-02 3.227114557512522630e-02 1.918957300813698558e-02 1.686773826157970946e-02 2.990235972140277507e-03 6.508326997941030418e-04 2.518955842054234503e-30
9.454530642580879430e+03 2.918781226950765358e+03 2.174731425291773121e+03 1.435695271945969807e+03 1.326198942908807510e+02 1.859298214646199765e-01 1.602657544925589483e-01 1.327507259196377964e-01 1.213769605538480290e-01 8.984919582192578413e-02 7.665381445821867201e-02 6.790817551976591204e-02 4.606035792068254725e-02 3.169435703710110630e-02 1.996315701238394677e-02 1.218745942933638707e-02 3.093366968034098365e-03 7.405064506506308947e-04 5.652866817460197937e-04 2.018432120531523480e-29
1.951558596839758684e+04 6.891225505180892469e+03 7.734205423287475014e+02 3.524482464113611435e+00 2.059509882771270450e-01 1.493940071258066937e-01 1.262483085241493108e-01 9.758731873957658676e-02 7.484617614444510902e-02 5.878643866013102265e-02 4.798184626745084086e-02 3.526159453528413673e-02 2.681676250171705772e-02 1.955705153415567693e-02 1.409473350777455322e-02 8.391619079132130871e-03 2.791274442660448499e-03 7.935092960529956715e-04 9.338172770965274163e-31 2.164788252828212279e-34
1.772575096324951301e+04 9.022110018893901724e+03 1.191378291069952127e+02 1.183164556985563109e+01 1.613724658744272455e-01 1.403873232359786338e-01 1.203830922841286066e-01 1.023505873735109650e-01 8.667603640630817952e-02 5.147619616522367686e-02 4.008057809198507099e-02 3.642905535989107019e-02 3.498704474173298939e-02 2.204609589964310473e-02 6.310371041671603183e-03 3.717464218212144286e-03 8.268690278983896946e-04 3.292801245670496011e-30 6.043885690401542388e-31 5.155954707118108101e-33
1.139570998139508629e+04 2.729467013463494709e+02 4.133530342325902751e+01 2.829126710053557758e-01 2.699423921681217697e-01 1.558252466852824980e-01 1.294259186267825990e-01 7.977105951544383178e-02 6.881341799160359263e-02 6.181379757972539635e-02 4.043902352596837058e-02 2.967954014532394463e-02 2.386899184234459945e-02 1.082264294588904802e-02 8.878274261932283390e-03 3.320859007566609455e-03 9.995889956067056450e-31 5.845950049868358833e-31 3.697338779687101540e-31 0.000000000000000000e+00
1.047669812590044967e+04 3.615394506627168994e+03 9.427106849360145588e+02 4.662490055741103845e+01 8.931153444688970655e-01 2.461856873536454882e-01 1.806715977486955116e-01 8.314543641748627090e-02 7.332700273765405119e-02 6.061172144213217150e-02 4.830530786381243002e-02 3.534452113213516072e-02 2.490369922191998722e-02 1.582871580249588239e-02 1.006471262185242369e-02 4.837571845474519967e-03 3.119702624247675058e-03 1.725277064505045723e-03 5.956806112318288387e-04 1.392106797389331950e-29
