2.469439531832976354e+04 3.385235777730531970e-01 1.388526482856095035e-01 8.258840151074171854e-02 7.494329173844931080e-02 4.935424072287578068e-02 1.702500318864968651e-02 3.394507012418360344e-03 4.582237726838043469e-29 9.800790345623461140e-30 8.408428153215564675e-30 1.495886198496741627e-30 1.229874225097113269e-30 6.771584379208405367e-31 3.551254815789044168e-31 2.933541610814671351e-35 1.161829433621510421e-56 7.982937368386131169e-59 4.292406765407140355e-61 0.000000000000000000e+00
3.955101000371882401e+04 3.928520824459030836e-01 1.457261632126082562e-01 1.031840325220217541e-01 5.429805383825477005e-02 4.090729160838545847e-02 2.552865754194781969e-02 9.885373671229887390e-29 1.685365079242053992e-29 1.269977643960814010e-29 5.737531462100644946e-30 4.318175765699982053e-30 2.229396884974706086e-30 1.600942910260752086e-30 3.832277512585027059e-31 2.482118081815264613e-31 1.974519944506140781e-31 8.326821069915266696e-61 3.427384146823213752e-62 9.659060506197154879e-64
2.509969110081689723e+04 1.871213334095630232e-01 1.090694545011152428e-01 4.995297464507705149e-02 3.725871565412480074e-02 3.457339122533354542e-02 1.842331365729769910e-02 3.821202380933424989e-29 1.495973128566273686e-29 8.987407696479630203e-30 3.373927630015451061e-30 1.881961203923270308e-30 8.053352084339744037e-31 2.225010876191483683e-31 7.772212837886536620e-32 7.196315573204877157e-35 3.628022059702196999e-57 9.261346462537480026e-60 4.062718966228581919e-61 0.000000000000000000e+00
3.417566025597061525e+04 7.834037358907048656e+03 4.491033367118249089e+02 1.522336013750805819e+02 1.577127459032595103e-01 1.125755867105370511e-01 1.015756165988887655e-01 6.325384354559394906e-02 5.718037858658703287e-02 4.785385323099591859e-02 3.238086470784456994e-02 2.076796914685254819e-02 1.377087627945762852e-02 1.344456240371389409e-02 6.254362005292983355e-03 5.219667262589166440e-03 9.567090527619487045e-04 2.875031260800510128e-28 3.245316100973215883e-34 1.287087337606361611e-66
1.585905459584930213e+04 5.370005630140589346e+03 4.654119771062611477e+01 2.572688281719464065e+00 1.844439554059628950e-01 1.348089245853881513e-01 7.304437280378520136e-02 5.512419127915744316e-02 4.584932300229668800e-02 2.023039790741458857e-02 1.817420274539032973e-02 1.461085004891582960e-02 8.385616696329048492e-03 4.818720766144288063e-03 3.148811624682124662e-03 7.486509047475644208e-04 1.457128846521098380e-28 1.286392696821542567e-30 8.463676979165581728e-31 1.938646899451229888e-32
2.563589646470058869e+04 4.962875129316527818e+03 2.884377029011512150e+03 1.879132627549132394e+03 7.735567553562611920e+02 4.618095787137955881e+02 2.192861466492492468e+02 1.837644053988256871e+02 4.686953333249567422e+00 6.170552742428668525e-02 4.483586810401057887e-02 2.941673192456700781e-02 1.947824651304761248e-02 1.451004386303897040e-02 1.915739762733357446e-03 4.455065283911265614e-04 1.020363919717371287e-04 2.703717178512830275e-07 3.079850878562706910e-31 0.000000000000000000e+00
3.070458601968443691e+04 1.110374785252003312e+04 7.253876638467748307e+03 2.762578579051855286e+03 2.044330587050370468e+03 5.715677154715124288e+02 4.361720307458578532e+02 1.462574987894020353e+02 1.774980547417731103e+01 8.863027607993540613e+00 7.054485417877975895e-02 5.157174822988341845e-02 4.037825182742620089e-02 2.889683814693082969e-02 1.250360011019550910e-02 4.330503750880037271e-03 1.520596390830643817e-03 4.987439244732918154e-04 8.952291487986629893e-32 0.000000000000000000e+00
3.021825687205154100e+04 1.098102134744270370e+04 7.190044880651873427e+03 2.676840532553624143e+03 2.139038811228208033e+03 6.059013489058963842e+02 4.243424578396419520e+02 1.540630077902222013e+02 2.454516972838926137e+01 7.803724697963234647e+00 6.752148389681782159e-02 4.325319109195739642e-02 3.561718962870513705e-02 1.820422477871742883e-02 1.248006078906312502e-02 8.200367956663248692e-03 6.022007719100177202e-03 5.485840769800926203e-04 9.233870544856504030e-31 0.000000000000000000e+00
2.625191012529779618e+04 1.350907393835472431e+04 6.274359123659001853e+03 3.875077460017557314e+03 1.640926625873584726e+03 7.382523183656446690e+02 1.292889239930872520e+02 2.893403363331297484e+01 2.121687164403607184e+01 1.166431941140182715e+01 1.152285168847984709e+00 1.617126299589923266e-01 3.582311496063233375e-02 2.928724235448331575e-02 1.699994186034644097e-02 4.847130623482786074e-03 2.992855185464358709e-04 5.235733787292086149e-06 2.502200882542956729e-28 6.668924252662762172e-37
3.450092770685572032e+04 1.903289946336435605e+04 3.919711821913914264e+03 3.178451921575840515e+03 1.219420570361426599e+03 3.177993852399719117e+02 1.888081111267231620e+02 1.586099117537135612e+02 1.013331216266033685e+01 1.279573451632732561e-01 8.735605172711988220e-02 4.156045127049572130e-02 2.738735183386557109e-02 2.305109309110068075e-02 1.284559551492958640e-02 3.098909599537654283e-03 1.684146404989231250e-03 3.192325163247551091e-04 3.546860164360546644e-05 0.000000000000000000e+00
